,AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,meanRR,meanRG,meanRB,StdDevRR,StdDevRG,StdDevRB,skewRR,skewRG,skewRB,kurtosisRR,kurtosisRG,kurtosisRB,entropyRR,entropyRG,entropyRB,meanH,meanS,meanV,StdDevH,StdDevS,StdDevV,skewH,skewS,skewV,kurtosisH,kurtosisS,kurtosisV,entropyH,entropyS,entropyV,meanL,meanA,meanB,StdDevL,StdDevA,StdDevB,skewL,skewA,skewB,kurtosisL,kurtosisA,kurtosisB,entropyL,entropyA,entropyB,meanY,meanCb,meanCr,StdDevY,StdDevCb,StdDevCr,skewY,skewCb,skewCr,kurtosisY,kurtosisCb,kurtosisCr,entropyY,entropyCb,entropyCr,meanXX,meanYY,meanZZ,StdDevXX,StdDevYY,StdDevZZ,skewXX,skewYY,skewZZ,kurtosisXX,kurtosisYY,kurtosisZZ,entropyXX,entropyYY,entropyZZ,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB,ALLdaub4H,ALLdaub4S,ALLdaub4V,ALLdaub4L,ALLdaub4a,ALLdaub4b,ALLdaub4Y,ALLdaub4Cb,ALLdaub4Cr,ALLdaub4XX,ALLdaub4YY,ALLdaub4ZZ,CLASS
65018,7474,320.199,123.9773,76.9801,0.7839,97.551,0.9877,7567,0.6962,1.6105,0.9161,0.7868,0.0166,0.0103,0.6191,0.9971,210.0921,208.2774,227.3685,16.7723,16.5771,18.9666,-2.0458,-2.0773,-2.0091,10.7769,10.9359,9.9824,-3556762880,-3489750784,-4230331648,0.6793,0.0835,0.8916,0.0452,0.0192,0.0744,-14.57,-1.137,-2.0096,219.3767,5.3118,9.9841,2648.116,264.6334,1253.6381,214.508,131.4933,118.7083,15.5613,0.9891,2.3212,-2.2197,-1.2335,1.1609,11.7769,4.5828,4.6063,-3717059328,-1261099648,-1006674304,197.2035,136.0277,127.1857,14.4779,1.9823,0.391,-2.0702,-1.3643,1.6566,10.8314,4.9892,3.879,-3092889088,-1359227776,-1171701504,0.6373,0.6512,0.8288,0.1031,0.1048,0.1386,-1.219,-1.2179,-1.2207,6.4898,6.5632,6.1235,2581.6829,2556.7805,1576.4182,105.0208,104.1142,113.6521,0.3396,0.0417,0.4457,107.2328,65.7453,59.3572,98.5758,68.0105,63.5934,0.3185,0.3254,0.4141,Karacadag
11412,6945,306.246,116.6392,76.2727,0.7566,94.0354,0.9879,7030,0.7098,1.5292,0.9306,0.8062,0.0168,0.011,0.65,0.994,206.4973,206.2873,221.6281,16.9653,17.2428,19.5531,-1.7384,-1.672,-1.4914,9.637,9.3411,8.0775,-3184138496,-3178010624,-3721279488,0.6671,0.0705,0.8691,0.0307,0.0216,0.0767,-16.1897,-0.7844,-1.4921,351.6683,2.6405,8.0788,2492.7581,191.4043,1364.7357,212.1284,130.2197,120.3744,16.0541,1.0865,2.4613,-1.8391,-0.321,0.7844,10.2296,2.8095,2.4898,-3372757760,-1146977792,-964715712,194.7198,134.6868,126.8,14.8997,2.3513,0.6672,-1.6887,-0.7576,0.116,9.3748,2.436,2.4504,-2796998912,-1235898496,-1081523840,0.6149,0.6336,0.786,0.1053,0.1084,0.142,-0.8292,-0.8203,-0.7175,5.5127,5.5523,4.8859,2407.719,2384.5894,1730.3619,103.1486,103.045,110.7066,0.3334,0.0353,0.4341,105.9704,65.1093,60.1915,97.2716,67.3388,63.4005,0.3069,0.3163,0.3923,Karacadag
44516,6631,412.301,198.0346,43.8619,0.9752,91.885,0.9628,6887,0.3491,4.515,0.4902,0.464,0.0299,0.0066,0.2153,0.972,214.4404,213.3285,229.5339,17.9709,17.9812,17.5212,-1.2533,-1.2172,-2.1886,6.9395,6.8137,10.3572,-3302928384,-3265944832,-3826256128,0.6695,0.0708,0.9001,0.0806,0.0327,0.0687,-7.7822,0.4761,-2.1869,64.537,3.2857,10.3488,2330.6292,191.9656,1047.0504,218.7803,130.729,119.9979,16.4158,1.366,3.7278,-1.4126,0.1725,-0.399,7.6015,3.3569,3.2758,-3444726784,-1104644608,-915402944,201.0786,134.9404,127.1479,15.2623,3.2912,0.6051,-1.352,0.371,-0.1212,7.3209,3.2725,3.5417,-2864828928,-1185372416,-1038881088,0.6661,0.6849,0.8485,0.1127,0.1191,0.1316,-0.7315,-0.5997,-1.3961,5.2702,4.9477,6.8911,2216.4092,2153.0234,1282.6555,107.2106,106.6564,114.7443,0.3349,0.0353,0.45,109.3836,65.3637,60.0055,100.5326,67.4628,63.5751,0.3329,0.3424,0.424,Basmati
70969,6746,306.139,116.9992,73.8208,0.7758,92.6783,0.9835,6859,0.7119,1.5849,0.9045,0.7921,0.0173,0.0109,0.6275,0.9945,201.5554,202.4539,228.838,14.9471,15.2784,18.1517,-2.5842,-2.5415,-2.8409,13.8459,13.4669,13.5684,-2928589056,-2957957888,-3869048576,0.6613,0.1201,0.8974,0.0121,0.0202,0.0712,0.3084,-1.295,-2.8401,4.708,4.4538,13.5654,2437.9395,416.1026,1086.7709,209.0666,131.5276,114.7304,14.3672,1.1457,2.753,-2.7562,-0.7397,1.2483,14.6912,3.3144,4.1368,-3169525504,-1138945920,-842902976,192.2364,139.5597,125.5153,13.2547,2.3937,0.8989,-2.634,-1.2049,0.7093,13.7704,4.3079,3.5677,-2637833472,-1298247168,-1027221248,0.6007,0.6109,0.833,0.0887,0.0906,0.1271,-1.8379,-1.7191,-2.1018,9.2048,8.9973,9.1939,2388.1643,2381.7778,1452.552,100.8303,101.2769,114.4624,0.3307,0.06,0.4489,104.5785,65.7629,57.3687,96.161,69.7771,62.7586,0.3007,0.3058,0.4168,Karacadag
26017,15312,489.239,203.8087,96.5159,0.8808,139.6275,0.9832,15574,0.7896,2.1117,0.8039,0.6851,0.0133,0.0063,0.4693,0.9911,222.3122,218.2723,211.1859,11.0077,11.1767,11.9986,-0.5093,-0.1925,0.1725,9.3592,8.5298,6.3887,-8204766208,-7884192256,-7341064192,0.1082,0.0503,0.8719,0.044,0.0199,0.0433,12.9176,1.09,-0.4887,240.3975,4.3327,9.2979,794.1264,248.4362,3113.6873,222.6181,128.3818,132.1416,10.1038,0.7094,1.6524,-0.3521,0.6155,1.0182,9.2242,4.1057,4.636,-8225368064,-2450620928,-2612129536,203.7843,124.2343,130.4707,9.5869,1.565,0.9746,-0.2211,-1.0645,0.3402,8.527,4.1534,4.2006,-6781174272,-2279698432,-2539515136,0.6741,0.7085,0.7216,0.0768,0.0809,0.0911,0.4238,0.4397,0.6906,6.1466,6.2077,5.4355,5286.8857,5063.8896,4899.4277,111.1193,109.0993,105.5577,0.0542,0.0251,0.4358,111.2753,64.1909,66.0702,101.8606,62.1175,65.2353,0.3368,0.354,0.3605,Ipsala
29147,5657,319.534,141.8166,51.5783,0.9315,84.8688,0.9787,5780,0.7591,2.7495,0.6962,0.5984,0.0251,0.0091,0.3581,0.9847,199.4292,204.2173,222.7881,15.5172,15.9235,17.8215,-2.5112,-2.6075,-2.5292,11.5448,11.6937,10.9081,-2401166592,-2529185280,-3060489728,0.6326,0.1046,0.8737,0.0123,0.0146,0.0699,0.1391,-0.1365,-2.5283,7.6,7.4129,10.9051,2071.5415,281.4193,1094.931,209.4352,128.9328,118.1342,14.9574,0.7799,1.7492,-2.6864,0.0883,0.6714,12.2381,5.5256,5.3863,-2669402112,-913980480,-753661888,191.9599,136.9413,124.3307,13.7237,1.6011,0.8077,-2.5815,-0.8428,1.2854,11.6023,5.3598,5.7443,-2206042112,-1043970304,-843547584,0.5912,0.6134,0.7902,0.0904,0.0936,0.1235,-1.9358,-1.9579,-1.9571,8.4413,8.5248,8.0544,1999.4456,1992.3945,1466.6305,99.7053,102.0964,111.3773,0.3163,0.0523,0.4368,104.7039,64.4672,59.0694,95.9697,68.469,62.1676,0.2956,0.3067,0.3951,Jasmine
32609,10636,459.488,208.6239,66.2547,0.9482,116.3709,0.9761,10896,0.8146,3.1488,0.6331,0.5578,0.0196,0.0062,0.3111,0.9797,202.939,223.2791,223.2882,11.3519,12.6488,12.0885,-1.9336,-2.488,-2.6546,11.7822,13.8457,15.6679,-4673047552,-5758888448,-5757369856,0.4986,0.0963,0.8807,0.0228,0.016,0.0478,0.8559,-0.3558,-2.6727,3.366,5.3445,15.5727,3671.2646,466.0282,2032.1176,222.8121,120.9414,125.5014,11.2656,1.2986,1.5348,-2.5467,1.4263,-0.8255,14.7225,6.1852,3.573,-5727886848,-1492246656,-1619369728,202.544,130.8696,118.8897,10.3893,1.3677,1.5395,-2.3876,0.9703,1.6359,13.6573,3.6131,6.5287,-4650216960,-1776034304,-1436999552,0.6472,0.7128,0.8065,0.0739,0.0823,0.0899,-1.6173,-1.7056,-1.8608,8.8955,8.9478,10.1554,3761.7668,3502.9978,2768.8235,101.441,111.6101,111.6135,0.2493,0.0481,0.4402,111.3782,60.4715,62.7516,101.2487,65.4336,59.4462,0.3235,0.3563,0.4031,Jasmine
51880,6742,307.378,119.3507,72.3771,0.7951,92.6509,0.9837,6854,0.7,1.649,0.8967,0.7763,0.0177,0.0107,0.6026,0.9937,203.7343,204.3394,222.7421,13.7722,13.8066,16.9372,-3.1666,-3.2144,-2.8505,18.3623,18.5184,15.009,-2992995328,-3012455680,-3642995712,0.6435,0.0886,0.8749,0.0938,0.0193,0.0642,-4.7316,-1.8135,-2.9209,24.4109,7.0282,15.7261,2371.1587,262.3049,1307.9116,210.4236,130.4904,118.7235,13.0571,1.2186,3.5302,-3.3883,-2.2323,2.6614,19.865,9.6573,11.6789,-3209235968,-1118587264,-908940352,193.1373,136.1532,126.2597,12.0319,3.1237,0.6999,-3.2242,-2.5675,1.0808,18.5044,11.3027,5.1928,-2660445184,-1229101184,-1040069376,0.602,0.6187,0.7897,0.0799,0.0815,0.1148,-2.2627,-2.2597,-2.0261,11.6289,11.7445,9.5931,2405.189,2397.8574,1782.554,101.8792,102.1837,111.3776,0.3216,0.0443,0.4375,105.2232,65.2428,59.3659,96.5809,68.0739,63.1298,0.3011,0.3095,0.395,Karacadag
58105,6836,309.181,114.5443,77.228,0.7385,93.2945,0.9769,6998,0.7127,1.4832,0.8986,0.8145,0.0168,0.0113,0.6634,0.9839,215.3624,213.0527,236.5032,17.0301,16.9365,18.7943,-2.3036,-2.2449,-2.5112,11.6377,11.3922,11.9599,-3433675008,-3353970944,-4213245184,0.683,0.0989,0.9275,0.0047,0.0172,0.0737,1.6218,-0.2495,-2.5114,15.9958,3.331,11.9602,2431.3616,313.0267,785.2836,219.1772,132.1834,116.7188,15.7747,0.8366,2.2222,-2.437,-0.5785,0.4192,12.4982,4.4987,3.3315,-3563204096,-1166813568,-886965632,201.8594,137.7402,127.1119,14.718,1.8602,0.318,-2.3043,-0.5249,2.5437,11.5923,4.0499,7.8028,-2976802304,-1277896064,-1070305984,0.6776,0.6882,0.9017,0.1066,0.1089,0.1415,-1.5532,-1.4783,-1.7593,7.2523,7.0696,7.5953,2286.4558,2252.9568,798.7399,107.704,106.5493,118.2745,0.3415,0.0495,0.4638,109.6077,66.0926,58.3589,100.9498,68.8705,63.5555,0.339,0.3443,0.4511,Karacadag
74702,6670,395.338,187.7373,45.9006,0.9697,92.1548,0.9749,6842,0.5476,4.0901,0.5363,0.4909,0.0281,0.0069,0.241,0.9855,216.7,220.0358,240.8543,18.2033,17.8046,14.2949,-0.2867,-0.4233,-3.7257,4.943,5.5232,22.7654,-3399621632,-3512753408,-4262831104,0.6376,0.1007,0.9445,0.0363,0.0463,0.056,-4.4904,-0.4708,-3.7258,65.8987,1.9101,22.7665,2424.228,336.4877,622.1257,224.2477,129.9082,117.2474,15.8641,1.6296,5.2724,-0.6556,-0.1184,0.4924,6.5189,1.8366,1.9202,-3654172416,-1095884160,-876020352,206.1529,137.6142,124.9085,14.7758,4.6526,1.3358,-0.6358,-0.5085,0.4229,6.3725,1.9441,2.5953,-3040822784,-1245911424,-1004927872,0.7061,0.7293,0.9387,0.1148,0.1257,0.1122,-0.119,0.0777,-2.333,4.3546,3.814,12.9678,2115.3052,1991.3823,521.1537,108.358,110.0267,120.4186,0.3186,0.0503,0.4722,112.1323,64.9509,58.6333,103.0827,68.8001,62.4551,0.3531,0.3648,0.4693,Basmati
26465,7937,355.579,141.5357,73.0248,0.8566,100.5271,0.9643,8231,0.6164,1.9382,0.7888,0.7103,0.0178,0.0092,0.5045,0.9778,222.4798,222.7912,228.2892,17.8411,18.1247,17.6964,-1.7046,-1.6578,-1.7432,8.528,8.2875,8.7357,-4281311488,-4295432704,-4526882304,0.6547,0.0268,0.8953,0.0402,0.0097,0.0694,-8.5412,1.2939,-1.7432,143.6685,5.2343,8.7353,2861.2988,44.3084,1305.3683,226.434,128.4505,125.2036,16.523,0.6021,1.1611,-1.796,1.0253,-1.1,9.0881,3.35,4.0052,-4443109376,-1271770368,-1202017536,207.8026,130.3636,127.2781,15.4512,0.9366,0.4495,-1.678,1.5389,1.0115,8.3908,4.7918,2.0842,-3683800576,-1313973632,-1246285440,0.7131,0.7459,0.8488,0.1176,0.1242,0.1365,-1.0168,-0.9947,-1.0597,5.0672,4.9825,5.2276,2490.1057,2310.6567,1500.4287,111.2283,111.3837,114.1328,0.3274,0.0134,0.4476,113.2053,64.2255,62.6022,103.8902,65.1815,63.6392,0.3564,0.3728,0.4243,Arborio
4510,12980,465.14,196.6014,84.7009,0.9024,128.556,0.9797,13249,0.6182,2.3211,0.7539,0.6539,0.0151,0.0065,0.4276,0.9925,235.0103,235.064,232.9405,10.9088,10.8894,10.7927,-3.285,-3.3403,-3.3219,22.7591,23.1179,23.3596,-7849158144,-7852992000,-7698946560,0.1393,0.0097,0.9223,0.0992,0.0087,0.0427,1.9125,1.8579,-3.3259,17.5339,8.7198,23.0321,1084.0149,16.8667,1720.8938,237.1794,127.859,129.0188,9.9023,0.39,0.9246,-3.4821,-2.0868,2.0374,24.4229,8.3311,10.2785,-8004017664,-2058721152,-2100256768,217.6212,127.0183,128.0754,9.3196,0.8246,0.4506,-3.3264,-1.6209,0.863,23.1741,8.5251,7.2326,-6633172480,-2029059328,-2066424576,0.7894,0.8326,0.8918,0.0748,0.079,0.0845,-2.311,-2.3194,-2.2883,15.4672,15.4342,15.6576,3655.3074,3098.3535,2122.7686,117.5293,117.5547,116.494,0.0695,0.0048,0.4613,118.6109,63.9302,64.5092,108.8307,63.5093,64.0385,0.3948,0.4164,0.4461,Ipsala
71991,5971,291.046,111.9422,68.9397,0.7879,87.1924,0.9736,6133,0.6889,1.6238,0.8858,0.7789,0.0187,0.0115,0.6067,0.9851,193.1722,195.205,221.5421,14.0281,13.9049,15.5454,-1.3731,-1.5803,-2.4419,11.2434,12.1665,14.7914,-2361365760,-2415493376,-3185155840,0.6551,0.1282,0.8688,0.0108,0.0271,0.061,0.0764,-0.9345,-2.4424,6.4019,3.2459,14.7928,2166.2598,408.5661,1210.3356,202.2068,131.3038,114.4986,13.0589,1.082,3.0906,-1.8352,-1.0547,1.012,13.4423,3.7628,3.2324,-2606192896,-1004312128,-742889088,185.6924,139.804,124.9682,12.0053,2.7339,1.0013,-1.6796,-0.9643,0.6533,12.5151,3.218,2.4935,-2162675712,-1153668352,-900502848,0.5512,0.5614,0.772,0.0805,0.083,0.1091,-0.6416,-0.5048,-1.3223,7.9283,7.832,8.701,2095.0469,2100.5369,1677.2092,96.5979,97.6074,110.7823,0.3276,0.0641,0.4344,101.108,65.657,57.2466,92.8518,69.9023,62.4872,0.2757,0.2807,0.3861,Karacadag
11003,10481,449.276,200.842,67.4968,0.9418,115.5198,0.9774,10723,0.6269,2.9756,0.6525,0.5752,0.0192,0.0064,0.3308,0.9844,209.2237,229.395,238.5185,16.7702,18.6972,18.7214,-1.6496,-1.9492,-2.1959,6.3437,7.2163,8.2116,-4943179264,-6046039552,-6579332608,0.5513,0.1227,0.9354,0.0171,0.0183,0.0734,-15.9177,-0.1487,-2.1972,520.655,5.7721,8.2139,3789.843,666.2186,1070.5135,228.7981,122.358,120.9883,16.6969,1.2407,1.4705,-1.977,1.0807,-0.1909,7.4547,5.2314,5.8963,-6001831424,-1508779008,-1471820416,208.7473,134.9961,118.6062,15.5233,1.4072,1.607,-1.9002,-0.0716,1.2294,7.1003,5.2591,6.5703,-4913033216,-1874120320,-1408638592,0.7065,0.7678,0.931,0.1145,0.1257,0.1472,-1.506,-1.5263,-1.7884,5.342,5.3721,6.1875,3344.7827,2889.0146,699.7152,104.6014,114.6847,119.2435,0.2757,0.0613,0.4676,114.3865,61.1797,60.4949,104.3646,67.4967,59.3035,0.3532,0.3838,0.4654,Jasmine
57703,8118,433.624,204.3863,51.1195,0.9682,101.6669,0.9754,8323,0.4422,3.9982,0.5425,0.4974,0.0252,0.0063,0.2474,0.9893,231.5723,229.3453,246.4536,15.5982,15.9247,14.6307,-1.9939,-1.723,-4.1822,11.3157,9.9425,23.1895,-4767924736,-4670062080,-5455012352,0.6847,0.0692,0.9665,0.0871,0.0366,0.0574,-6.6177,-0.1761,-4.1837,53.772,2.141,23.1986,2797.3691,235.1857,443.4848,233.5367,131.1563,119.8715,14.1876,1.7814,4.3984,-2.1109,-0.0969,0.1991,12.0602,2.319,2.1355,-4851508736,-1362262016,-1118637568,215.1893,135.078,127.6456,13.2279,3.8439,0.5148,-2.1477,-0.2159,-0.2061,12.043,2.138,1.9259,-4057858304,-1454860416,-1282848256,0.7846,0.8054,0.994,0.1036,0.1124,0.1133,-1.6032,-1.1941,-3.4308,8.6225,6.999,17.0453,2220.5508,2030.4752,-182.253,115.7292,114.6154,123.1826,0.3419,0.0347,0.4831,116.7143,65.5805,59.9282,107.5473,67.5459,63.8224,0.392,0.4023,0.4967,Basmati
24522,6556,316.708,127.7108,66.685,0.8528,91.3639,0.9762,6716,0.6776,1.9151,0.8214,0.7154,0.0195,0.0102,0.5118,0.9802,222.6251,221.3479,226.7425,16.8771,16.8869,15.8144,-1.6172,-1.5896,-1.9524,8.7609,8.6089,10.8197,-3538405888,-3494530048,-3678818560,0.671,0.0255,0.8901,0.1903,0.0174,0.0623,-2.3936,0.7184,-1.9542,8.7313,2.5775,10.7763,1990.436,39.6808,1141.6654,225.4655,129.0603,125.5667,15.3712,0.7968,2.0907,-1.7547,0.6972,-0.4479,9.6261,3.4791,2.4639,-3632743168,-1061541184,-999487488,206.9602,130.1307,128.2736,14.341,1.8622,0.4458,-1.6539,0.562,1.0156,8.9777,2.6288,2.0318,-3013161728,-1081293696,-1047285952,0.7067,0.7367,0.8348,0.1093,0.1158,0.1213,-0.9605,-0.9139,-1.1475,5.4539,5.2469,6.3627,2102.7102,1975.4467,1408.4397,111.3631,110.7252,113.4192,0.3357,0.0127,0.4452,112.7786,64.5297,62.7844,103.5229,65.0637,64.1368,0.3536,0.3687,0.4178,Arborio
63285,6364,301.12,116.1051,70.8052,0.7925,90.0161,0.9774,6511,0.6671,1.6398,0.882,0.7753,0.0182,0.0111,0.6011,0.9857,205.7282,205.868,234.7293,14.8305,14.889,18.478,-2.5612,-2.628,-2.5071,14.5037,14.771,12.6826,-2888334336,-2892749312,-3857832704,0.6663,0.1248,0.9205,0.0113,0.0199,0.0725,1.0321,-1.3664,-2.5073,23.4671,5.2207,12.6834,2292.4973,415.6789,803.5394,212.519,132.1673,113.5863,14.0627,1.0533,2.9178,-2.7835,-0.8459,1.1712,15.7929,4.6785,4.0812,-3097738496,-1085991296,-777832320,195.6075,140.6576,125.8686,13.0563,2.6757,0.8462,-2.6272,-1.0987,0.3943,14.5783,3.8081,4.2704,-2584037120,-1246160768,-975076864,0.6286,0.6363,0.8805,0.0911,0.0916,0.1359,-1.7015,-1.6764,-1.6991,8.7322,8.885,7.818,2236.3135,2228.71,958.6773,102.7871,102.8564,117.2732,0.3331,0.0623,0.4599,106.1869,66.0817,56.8009,97.7363,70.3225,62.9338,0.3138,0.3177,0.4396,Karacadag
2035,8693,429.518,196.1329,57.0319,0.9568,105.2058,0.9742,8923,0.6102,3.439,0.5921,0.5364,0.0226,0.0066,0.2877,0.9895,220.8935,220.6825,235.6764,18.24,18.5356,16.0374,-0.8372,-0.8302,-2.4882,6.1339,5.9963,12.5546,-4618758656,-4610498560,-5305824768,0.6316,0.0668,0.9245,0.1449,0.0306,0.0631,-3.5892,-0.7429,-2.4655,14.8669,2.5772,12.4278,2952.9861,232.5053,1072.5099,225.1678,130.1849,120.5603,16.6121,1.3893,3.6119,-1.0438,-0.1943,0.8107,6.8274,2.5233,2.7941,-4807883264,-1434898304,-1212414464,207.0213,134.5178,126.833,15.4846,3.1708,0.7779,-1.0014,-0.8574,0.1687,6.5866,2.7683,2.1572,-4001986048,-1543192448,-1354528896,0.7132,0.7367,0.9009,0.1199,0.1294,0.1269,-0.4474,-0.2759,-1.5609,4.5736,4.1795,7.7552,2708.2925,2544.3579,1107.0256,110.4186,110.3121,117.8024,0.3159,0.0334,0.4621,112.5562,65.0892,60.2837,103.4857,67.2553,63.4176,0.3564,0.3682,0.4502,Basmati
35019,9889,414.072,176.5816,71.497,0.9144,112.2099,0.9791,10100,0.6191,2.4698,0.7248,0.6355,0.0179,0.0072,0.4038,0.9973,241.0665,241.0823,236.8721,14.4565,14.5185,14.9644,-2.7659,-2.7675,-2.2129,13.9803,13.9615,10.7206,-6332946944,-6334091776,-6098001408,0.16,0.0186,0.9464,0.0973,0.0152,0.0567,4.8289,1.3803,-2.7936,40.8628,5.0682,14.1003,905.5516,37.7271,887.6168,242.3752,127.5819,130.0481,13.1263,0.6516,1.7549,-2.8449,-1.0818,1.4832,14.607,4.0105,5.2011,-6402879488,-1561009536,-1628681728,222.6499,126.1424,128.3421,12.4734,1.4917,0.5366,-2.7084,-1.5089,1.5697,13.6353,5.6562,6.6056,-5321025024,-1522638848,-1581586432,0.8349,0.8825,0.9311,0.1025,0.1079,0.1199,-2.0483,-2.1017,-1.6903,9.3819,9.6265,7.6452,2233.9963,1632.39,842.3346,120.5079,120.5173,118.4132,0.08,0.0093,0.4731,121.1663,63.7899,65.0228,111.3034,63.0716,64.1704,0.4173,0.4411,0.4654,Ipsala
11647,6089,341.482,156.3733,50.5106,0.9464,88.0497,0.9764,6236,0.8229,3.0958,0.6562,0.5631,0.0257,0.0083,0.3171,0.9815,217.4508,216.8368,229.1797,12.2228,12.1577,11.8723,-0.6892,-0.7289,-1.5846,11.3922,11.4633,14.7098,-3111617280,-3092380416,-3487915264,0.675,0.054,0.8987,0.0155,0.0105,0.0466,4.0893,-1.4007,-1.5835,60.649,6.4455,14.7083,2177.4939,105.8638,1014.1858,221.6712,129.9185,121.8602,11.08,0.5391,1.2202,-0.9427,-0.6607,1.42,12.6055,5.2458,6.71,-3242385408,-1000417152,-868677312,203.5988,133.224,127.1363,10.3892,1.0812,0.3613,-0.8276,-1.2316,2.5193,11.8409,6.3861,8.5844,-2692571904,-1057468928,-953755072,0.6799,0.7035,0.8454,0.0822,0.0862,0.0952,0.0979,0.1879,-0.4568,7.5139,7.4417,8.2691,2080.7847,2015.9722,1318.0327,108.7169,108.4104,114.5813,0.3375,0.027,0.4493,110.8265,64.9589,60.9295,101.7939,66.6113,63.5687,0.3399,0.3517,0.4227,Jasmine
27923,5071,314.22,143.1876,45.4473,0.9483,80.353,0.9837,5155,0.4868,3.1506,0.6454,0.5612,0.0282,0.009,0.3149,0.9922,208.7791,214.4825,226.8706,12.5737,12.4506,12.4758,-0.9061,-1.3596,-2.0164,11.5267,13.0423,15.3152,-2372186880,-2515348992,-2842452736,0.6139,0.0799,0.8897,0.0272,0.0153,0.0489,-13.4756,-1.0389,-2.0159,308.0716,6.6228,15.3139,1859.6107,166.3533,905.7592,218.3169,127.9051,120.9858,11.4085,0.7402,1.4122,-1.5133,-0.3524,0.9522,14.0238,6.1433,6.6847,-2612565504,-804962816,-712065088,199.9341,134.2331,124.719,10.6766,1.2556,0.9459,-1.3136,-0.7188,0.1757,12.8968,6.428,4.4748,-2155698944,-895470016,-761402880,0.6457,0.6773,0.8256,0.0804,0.0846,0.0964,-0.2465,-0.2439,-0.8805,8.4232,8.4925,9.2767,1781.4495,1733.8556,1206.0629,104.367,107.2146,113.4065,0.307,0.0399,0.4447,109.1384,63.9531,60.4937,99.9482,67.1123,62.3584,0.3226,0.3384,0.4125,Jasmine
37218,8034,356.693,146.1464,70.9907,0.8741,101.1395,0.9687,8294,0.6965,2.0587,0.7935,0.692,0.0182,0.0088,0.4789,0.9859,205.945,205.755,212.2659,16.7143,17.1086,17.0353,-0.9736,-0.9401,-0.9631,6.3925,6.052,6.4018,-3661260288,-3655392000,-3910764288,0.6692,0.0326,0.8324,0.0281,0.0093,0.0668,-3.5587,1.4436,-0.9624,81.5731,4.8758,6.401,2877.4487,60.8961,1949.9296,211.1383,128.745,124.6316,15.7171,0.6891,0.9453,-1.0693,0.74,-1.0669,6.7707,3.6908,4.2488,-3861089280,-1293841792,-1204427136,193.3671,130.5546,127.4974,14.573,1.0068,0.5,-0.9524,1.4764,0.0105,6.1859,3.8416,1.0003,-3185931008,-1334347648,-1266322560,0.5994,0.6252,0.7195,0.1043,0.1099,0.1238,-0.3432,-0.3412,-0.3375,3.8434,3.7616,3.9232,2787.4333,2756.1174,2457.7458,102.9533,102.8577,106.1135,0.3346,0.0163,0.4161,105.5508,64.3735,62.3167,96.6677,65.2773,63.7489,0.2996,0.3124,0.3595,Arborio
33325,9923,455.045,211.0765,60.54,0.958,112.4026,0.9773,10153,0.4633,3.4866,0.6022,0.5325,0.0213,0.0061,0.2836,0.9887,211.7416,235.5795,241.2994,13.0264,13.8546,12.7293,-1.3596,-2.2478,-3.0265,8.3845,11.5482,16.9337,-4788108800,-6042274304,-6361621504,0.5307,0.1228,0.9464,0.0179,0.0229,0.0499,-2.6819,-0.4734,-3.0234,81.4029,5.3799,16.9163,3536.0117,634.0532,910.001,233.561,120.6503,122.4659,12.2589,1.3984,1.8774,-2.2622,1.391,-0.6203,12.0959,5.7556,5.1455,-5924583424,-1384855808,-1431483648,212.766,134.0267,117.3018,11.4453,1.752,1.7521,-2.1135,0.2203,1.6181,11.1929,4.6129,6.8798,-4833409536,-1746525184,-1301517952,0.7324,0.8048,0.9545,0.0879,0.0976,0.1039,-1.461,-1.5518,-2.241,7.3969,7.4432,10.9677,3144.0166,2562.9004,550.4602,105.8393,117.7537,120.6143,0.2654,0.0614,0.4731,116.746,60.3266,61.2326,106.3526,67.0126,58.6541,0.366,0.4022,0.4771,Jasmine
49981,13305,491.502,212.504,80.8787,0.9247,130.1555,0.982,13549,0.523,2.6274,0.6921,0.6125,0.016,0.0061,0.3751,0.9857,235.168,233.6596,227.8244,14.8943,14.6938,14.8013,-2.1056,-2.0976,-1.7367,10.0434,10.1392,8.6553,-8076390400,-7963166208,-7537899520,0.146,0.0315,0.9225,0.1077,0.0185,0.0583,6.3178,1.2121,-2.1124,45.4334,4.354,10.0791,978.673,107.6558,1703.8422,235.9728,127.8814,131.1288,13.326,0.5927,1.9054,-2.1953,-0.0914,1.2214,10.7061,8.8005,4.9018,-8128440320,-2111117312,-2231723520,216.4796,125.1917,129.2788,12.6169,1.7263,0.8191,-2.0874,-1.3368,1.1315,10.0828,5.1456,5.1748,-6734874112,-2014826240,-2162392320,0.7808,0.8241,0.855,0.1021,0.1075,0.1153,-1.4872,-1.5062,-1.2118,7.0167,7.094,6.1955,3688.4819,3118.0522,2594.7107,117.59,116.8373,113.9178,0.073,0.0157,0.4613,117.9925,63.9404,65.5649,108.2451,62.5953,64.6387,0.3905,0.4122,0.4276,Ipsala
