id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
16914,22.0,male,Bachelor,52105.0,3,RENT,5000.0,EDUCATION,12.98,0.1,4.0,572,Yes,0
38813,32.0,female,Associate,33632.0,9,RENT,6000.0,MEDICAL,12.2,0.18,6.0,703,No,0
8415,24.0,male,Master,96728.0,3,RENT,7500.0,DEBTCONSOLIDATION,10.71,0.08,4.0,662,Yes,0
10020,21.0,female,High School,79442.0,2,MORTGAGE,8400.0,VENTURE,11.86,0.11,4.0,595,Yes,0
26042,30.0,male,Master,115132.0,5,MORTGAGE,25000.0,PERSONAL,11.12,0.22,6.0,612,No,0
19210,31.0,female,High School,36070.0,8,RENT,13250.0,HOMEIMPROVEMENT,17.58,0.37,6.0,644,No,1
14372,23.0,male,Bachelor,127186.0,0,MORTGAGE,12000.0,VENTURE,11.36,0.09,2.0,690,Yes,0
31776,39.0,female,High School,154624.0,18,MORTGAGE,20000.0,HOMEIMPROVEMENT,13.11,0.13,15.0,610,No,1
33701,34.0,male,Master,87309.0,10,RENT,20000.0,VENTURE,11.19,0.23,7.0,689,No,0
11676,26.0,female,Bachelor,71551.0,4,MORTGAGE,17500.0,MEDICAL,11.01,0.24,4.0,680,No,1
22297,28.0,male,Bachelor,66155.0,5,MORTGAGE,11500.0,DEBTCONSOLIDATION,7.88,0.17,6.0,681,Yes,0
44483,28.0,female,Master,25167.0,6,RENT,4250.0,DEBTCONSOLIDATION,16.34,0.17,8.0,613,No,1
18328,32.0,female,Master,44847.0,10,RENT,20000.0,DEBTCONSOLIDATION,11.01,0.45,8.0,629,No,1
10574,22.0,female,High School,83514.0,0,MORTGAGE,15000.0,EDUCATION,8.49,0.18,2.0,580,Yes,0
2721,26.0,female,Bachelor,41753.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,6.03,0.29,4.0,660,No,0
10163,25.0,female,Master,37969.0,4,RENT,9600.0,DEBTCONSOLIDATION,16.77,0.25,3.0,674,No,1
5956,23.0,male,Bachelor,48788.0,1,RENT,5600.0,EDUCATION,13.8,0.11,3.0,573,No,0
12913,26.0,female,Associate,94535.0,1,RENT,12000.0,DEBTCONSOLIDATION,7.14,0.13,2.0,602,Yes,0
18564,28.0,male,High School,29686.0,3,OWN,8000.0,PERSONAL,10.37,0.27,5.0,579,Yes,0
40551,26.0,male,Associate,82152.0,4,MORTGAGE,6000.0,EDUCATION,10.24,0.07,3.0,681,Yes,0
31455,40.0,female,High School,55775.0,17,RENT,13650.0,MEDICAL,10.25,0.24,13.0,690,No,0
42757,23.0,female,Associate,124538.0,0,MORTGAGE,15492.0,DEBTCONSOLIDATION,10.02,0.12,4.0,624,No,1
16190,21.0,female,Master,60658.0,0,MORTGAGE,9000.0,PERSONAL,13.49,0.15,2.0,654,Yes,0
39583,31.0,female,Bachelor,61106.0,8,MORTGAGE,3500.0,PERSONAL,11.01,0.06,6.0,584,Yes,0
32180,36.0,male,High School,70546.0,15,RENT,5000.0,DEBTCONSOLIDATION,6.62,0.07,17.0,594,Yes,0
39049,26.0,female,Associate,91228.0,3,RENT,10000.0,VENTURE,7.18,0.11,4.0,655,Yes,0
44285,23.0,female,Bachelor,15299.0,3,RENT,3074.0,EDUCATION,10.35,0.2,3.0,602,No,1
19613,35.0,male,High School,43294.0,12,MORTGAGE,5600.0,EDUCATION,11.49,0.13,6.0,630,Yes,0
27974,30.0,male,Master,115106.0,9,MORTGAGE,12000.0,DEBTCONSOLIDATION,8.94,0.1,6.0,703,No,0
26514,35.0,male,Associate,39389.0,11,RENT,14500.0,MEDICAL,6.17,0.37,9.0,665,No,1
40147,23.0,female,Bachelor,34676.0,1,RENT,1513.0,MEDICAL,13.17,0.04,4.0,690,Yes,0
25287,34.0,female,Associate,72520.0,11,RENT,12000.0,VENTURE,6.92,0.17,9.0,680,No,0
38965,32.0,male,Master,270791.0,8,MORTGAGE,20000.0,PERSONAL,13.65,0.07,10.0,659,Yes,0
35438,32.0,male,High School,130831.0,8,MORTGAGE,15000.0,DEBTCONSOLIDATION,10.05,0.11,9.0,566,Yes,0
6085,26.0,female,Bachelor,48875.0,5,RENT,5875.0,VENTURE,12.69,0.12,2.0,658,Yes,0
15764,23.0,male,High School,200592.0,3,MORTGAGE,10000.0,VENTURE,11.01,0.05,4.0,661,No,0
11717,21.0,female,Associate,94537.0,1,RENT,10000.0,VENTURE,5.99,0.11,2.0,622,Yes,0
6953,25.0,female,High School,61361.0,1,MORTGAGE,6000.0,HOMEIMPROVEMENT,7.14,0.1,4.0,520,Yes,0
42579,26.0,female,High School,139238.0,4,MORTGAGE,5330.0,VENTURE,10.68,0.04,3.0,621,No,1
17252,26.0,male,Master,77564.0,2,RENT,7500.0,EDUCATION,9.83,0.1,4.0,633,No,0
18832,32.0,male,Associate,34061.0,10,MORTGAGE,2000.0,HOMEIMPROVEMENT,12.99,0.06,9.0,640,No,1
39279,26.0,female,Bachelor,121185.0,3,MORTGAGE,15000.0,VENTURE,15.92,0.12,3.0,617,Yes,0
36809,24.0,male,Bachelor,77583.0,0,MORTGAGE,14241.0,MEDICAL,8.93,0.18,4.0,614,Yes,0
9691,26.0,male,Bachelor,83883.0,4,RENT,8400.0,PERSONAL,17.27,0.1,2.0,643,Yes,0
44333,27.0,male,Master,49163.0,4,RENT,13000.0,VENTURE,12.66,0.26,6.0,627,No,1
20805,28.0,female,Bachelor,47912.0,6,RENT,5000.0,DEBTCONSOLIDATION,5.99,0.1,7.0,653,No,1
19118,34.0,female,Bachelor,37137.0,10,MORTGAGE,4650.0,MEDICAL,11.01,0.13,8.0,641,No,0
40066,25.0,female,Bachelor,56107.0,2,RENT,7000.0,EDUCATION,8.89,0.12,3.0,627,Yes,0
2845,26.0,male,Associate,72912.0,4,RENT,3000.0,DEBTCONSOLIDATION,10.0,0.04,3.0,608,No,0
42805,27.0,female,Master,39779.0,4,RENT,15000.0,EDUCATION,14.21,0.38,5.0,633,No,1
13044,25.0,male,Bachelor,105277.0,3,MORTGAGE,13000.0,MEDICAL,11.26,0.12,3.0,660,Yes,0
41059,25.0,male,Master,144889.0,2,RENT,12000.0,PERSONAL,7.35,0.08,3.0,614,Yes,0
36794,22.0,female,Bachelor,64181.0,0,MORTGAGE,4000.0,EDUCATION,10.95,0.06,2.0,636,No,0
44073,35.0,female,High School,65579.0,13,MORTGAGE,6000.0,HOMEIMPROVEMENT,11.56,0.09,12.0,689,No,1
35578,26.0,male,High School,101641.0,0,RENT,4683.0,HOMEIMPROVEMENT,11.23,0.05,3.0,630,Yes,0
31971,46.0,male,High School,108938.0,27,MORTGAGE,20000.0,DEBTCONSOLIDATION,6.91,0.18,15.0,708,Yes,0
44700,23.0,male,Bachelor,39838.0,2,RENT,7539.0,DEBTCONSOLIDATION,14.02,0.19,3.0,599,No,1
38441,23.0,female,High School,83592.0,2,MORTGAGE,15000.0,EDUCATION,10.73,0.18,3.0,661,Yes,0
34432,33.0,male,Bachelor,46888.0,9,MORTGAGE,10000.0,VENTURE,9.97,0.21,10.0,639,Yes,0
11521,24.0,male,High School,90926.0,0,MORTGAGE,11200.0,DEBTCONSOLIDATION,13.99,0.12,4.0,593,Yes,0
37830,29.0,male,Master,120618.0,6,RENT,18000.0,VENTURE,13.74,0.15,6.0,671,Yes,0
19904,28.0,male,Master,40726.0,9,RENT,10800.0,EDUCATION,12.09,0.27,6.0,644,No,1
830,26.0,male,Master,27364.0,0,OWN,5400.0,PERSONAL,5.42,0.2,3.0,646,No,0
7809,24.0,female,High School,49156.0,5,RENT,7000.0,VENTURE,7.88,0.14,4.0,603,Yes,0
20926,29.0,female,Associate,54311.0,8,MORTGAGE,5000.0,PERSONAL,11.01,0.09,7.0,584,Yes,0
18365,28.0,female,Bachelor,67987.0,7,RENT,20000.0,MEDICAL,18.62,0.29,7.0,692,No,1
21038,32.0,male,Associate,55144.0,10,MORTGAGE,6400.0,EDUCATION,7.49,0.12,8.0,680,No,0
186,25.0,female,Master,240768.0,2,MORTGAGE,12000.0,VENTURE,10.38,0.05,2.0,669,Yes,0
21281,27.0,female,Master,56501.0,5,MORTGAGE,11500.0,DEBTCONSOLIDATION,13.48,0.2,8.0,707,Yes,0
36467,42.0,male,High School,66040.0,16,RENT,3000.0,DEBTCONSOLIDATION,9.78,0.05,13.0,691,No,0
5547,26.0,male,Associate,55327.0,2,MORTGAGE,4325.0,MEDICAL,11.01,0.08,4.0,722,No,0
34105,43.0,male,High School,63193.0,18,RENT,1500.0,VENTURE,11.86,0.02,12.0,633,No,0
23391,32.0,male,Master,75348.0,10,OWN,15000.0,EDUCATION,12.18,0.2,6.0,693,No,0
21562,29.0,female,Bachelor,40370.0,6,RENT,6000.0,VENTURE,9.99,0.15,6.0,630,No,0
22677,30.0,female,Associate,69588.0,7,MORTGAGE,4500.0,VENTURE,7.49,0.06,10.0,606,No,0
24009,28.0,male,High School,43139.0,1,RENT,10000.0,PERSONAL,16.77,0.23,8.0,613,Yes,0
22756,29.0,male,Bachelor,124616.0,7,RENT,7500.0,PERSONAL,16.77,0.06,7.0,715,No,1
4575,25.0,male,High School,106548.0,2,RENT,10000.0,EDUCATION,17.88,0.09,4.0,640,No,1
38975,24.0,male,Associate,49012.0,4,MORTGAGE,14506.0,HOMEIMPROVEMENT,12.69,0.3,6.0,559,Yes,0
33154,30.0,male,Master,54359.0,4,MORTGAGE,6500.0,DEBTCONSOLIDATION,14.63,0.12,6.0,634,No,0
44039,46.0,male,Bachelor,178543.0,25,RENT,24417.0,DEBTCONSOLIDATION,12.27,0.14,13.0,677,No,1
14534,26.0,female,Doctorate,131897.0,0,MORTGAGE,2300.0,PERSONAL,7.9,0.02,4.0,670,Yes,0
29029,29.0,female,Bachelor,34552.0,3,RENT,8575.0,EDUCATION,19.42,0.25,10.0,658,No,1
3961,23.0,male,Bachelor,48260.0,0,OWN,13000.0,VENTURE,13.57,0.27,2.0,665,Yes,0
27437,33.0,female,High School,168969.0,7,MORTGAGE,8000.0,VENTURE,5.79,0.05,6.0,576,Yes,0
44752,25.0,female,Bachelor,68100.0,3,MORTGAGE,8000.0,MEDICAL,12.98,0.12,3.0,578,No,1
31581,44.0,female,Master,131867.0,21,MORTGAGE,12800.0,MEDICAL,13.79,0.1,12.0,704,No,0
20963,28.0,male,High School,112889.0,4,RENT,8800.0,VENTURE,7.88,0.08,7.0,632,Yes,0
24084,30.0,male,Bachelor,84767.0,8,MORTGAGE,10200.0,MEDICAL,12.42,0.12,6.0,623,Yes,0
20906,31.0,female,Bachelor,53477.0,11,OWN,17350.0,HOMEIMPROVEMENT,13.55,0.32,7.0,714,No,0
11622,26.0,male,High School,84774.0,1,RENT,10000.0,HOMEIMPROVEMENT,9.45,0.12,3.0,580,Yes,0
28503,30.0,male,Associate,42061.0,5,RENT,4000.0,PERSONAL,10.95,0.1,9.0,664,Yes,0
36459,22.0,male,High School,38644.0,2,RENT,3000.0,PERSONAL,11.22,0.08,4.0,561,Yes,0
13142,24.0,male,Master,107789.0,1,OWN,15000.0,HOMEIMPROVEMENT,17.58,0.14,4.0,628,Yes,0
12190,24.0,female,Bachelor,35822.0,0,RENT,12000.0,MEDICAL,15.05,0.33,2.0,618,No,1
10393,25.0,male,High School,30935.0,0,RENT,10000.0,PERSONAL,14.11,0.32,2.0,608,No,1
12057,25.0,male,Bachelor,95504.0,3,OWN,14000.0,VENTURE,6.92,0.15,2.0,698,No,0
394,21.0,female,High School,192841.0,1,MORTGAGE,15250.0,VENTURE,15.31,0.08,4.0,648,No,0
22149,27.0,male,High School,84420.0,6,RENT,6500.0,VENTURE,6.17,0.08,7.0,652,No,0
37891,32.0,female,High School,68350.0,11,MORTGAGE,9941.0,EDUCATION,6.97,0.15,6.0,627,No,0
42554,23.0,male,Master,130687.0,1,RENT,10000.0,DEBTCONSOLIDATION,11.07,0.08,3.0,621,No,1
44888,44.0,male,Associate,74199.0,21,RENT,10289.0,DEBTCONSOLIDATION,14.66,0.14,13.0,599,No,1
44789,27.0,female,Associate,37298.0,2,RENT,8000.0,DEBTCONSOLIDATION,11.47,0.21,4.0,670,No,1
868,25.0,male,Bachelor,210999.0,2,RENT,20000.0,DEBTCONSOLIDATION,14.72,0.09,2.0,680,Yes,0
11145,21.0,male,High School,60927.0,0,RENT,10000.0,DEBTCONSOLIDATION,6.99,0.16,4.0,582,Yes,0
434,22.0,female,High School,22616.0,0,OWN,2000.0,VENTURE,11.49,0.09,3.0,567,No,0
32542,52.0,male,Associate,196732.0,27,MORTGAGE,25000.0,PERSONAL,14.11,0.13,30.0,630,No,1
42895,25.0,female,Bachelor,118711.0,1,MORTGAGE,4939.0,DEBTCONSOLIDATION,12.87,0.04,4.0,578,No,1
16738,25.0,male,Master,41649.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,11.26,0.24,3.0,711,Yes,0
14690,25.0,male,High School,46670.0,2,RENT,15000.0,PERSONAL,16.45,0.32,3.0,665,No,1
8366,22.0,male,Associate,73335.0,0,RENT,7500.0,MEDICAL,9.99,0.1,3.0,604,Yes,0
30011,37.0,female,High School,53677.0,14,MORTGAGE,5000.0,PERSONAL,7.49,0.09,13.0,694,Yes,0
605,24.0,male,Associate,56744.0,0,RENT,20000.0,EDUCATION,10.62,0.35,2.0,582,No,1
14049,22.0,male,High School,120673.0,0,MORTGAGE,3000.0,EDUCATION,11.49,0.02,3.0,605,No,0
39337,25.0,male,Bachelor,133435.0,5,MORTGAGE,8000.0,VENTURE,8.25,0.06,4.0,634,No,0
2775,23.0,female,Associate,42258.0,0,MORTGAGE,5500.0,MEDICAL,7.49,0.13,4.0,676,Yes,0
37353,28.0,male,High School,63073.0,5,RENT,12221.0,PERSONAL,10.95,0.19,6.0,563,Yes,0
5030,23.0,male,Associate,55704.0,0,RENT,5000.0,VENTURE,14.22,0.09,4.0,642,No,0
36501,27.0,male,High School,38402.0,5,MORTGAGE,12011.0,DEBTCONSOLIDATION,12.72,0.31,7.0,586,Yes,0
38576,26.0,female,High School,27215.0,5,OWN,7500.0,VENTURE,11.0,0.28,3.0,578,No,0
32485,66.0,male,Associate,99448.0,43,MORTGAGE,28000.0,PERSONAL,7.9,0.28,20.0,711,No,0
32193,38.0,female,Associate,67075.0,16,RENT,14000.0,PERSONAL,11.48,0.21,14.0,628,Yes,0
21338,35.0,male,Bachelor,55250.0,13,RENT,5500.0,MEDICAL,6.92,0.1,6.0,655,Yes,0
43134,24.0,male,Associate,17987.0,0,RENT,4027.0,DEBTCONSOLIDATION,10.76,0.22,3.0,669,No,1
3572,24.0,male,Associate,60968.0,0,RENT,3600.0,DEBTCONSOLIDATION,11.36,0.06,3.0,593,Yes,0
8453,26.0,male,Associate,69425.0,5,RENT,7550.0,MEDICAL,9.99,0.11,3.0,685,No,1
31244,40.0,female,Associate,100179.0,17,MORTGAGE,6000.0,MEDICAL,11.01,0.06,14.0,645,Yes,0
19919,27.0,female,Master,84882.0,9,RENT,10800.0,EDUCATION,14.91,0.13,10.0,701,No,0
18209,29.0,female,Bachelor,192740.0,5,MORTGAGE,7000.0,EDUCATION,11.01,0.04,8.0,604,Yes,0
34148,23.0,male,Bachelor,90726.0,2,RENT,10000.0,VENTURE,6.54,0.11,4.0,584,Yes,0
9990,21.0,female,Associate,36779.0,0,RENT,9200.0,DEBTCONSOLIDATION,6.62,0.25,3.0,564,No,1
36074,23.0,female,Associate,41770.0,0,MORTGAGE,3135.0,VENTURE,8.08,0.08,4.0,622,Yes,0
39232,25.0,male,Associate,52785.0,0,RENT,8000.0,MEDICAL,8.63,0.15,4.0,683,Yes,0
26242,28.0,female,Bachelor,120361.0,3,MORTGAGE,4800.0,MEDICAL,11.01,0.04,7.0,688,Yes,0
18501,34.0,female,Doctorate,28436.0,16,OWN,2500.0,PERSONAL,11.01,0.09,7.0,682,No,0
17424,22.0,female,High School,59651.0,0,MORTGAGE,8500.0,VENTURE,12.53,0.14,3.0,624,No,0
31772,37.0,male,Master,168825.0,15,MORTGAGE,14000.0,HOMEIMPROVEMENT,7.51,0.08,12.0,692,No,0
35952,24.0,female,Associate,72790.0,1,RENT,12000.0,PERSONAL,15.23,0.16,4.0,647,No,0
6186,23.0,male,Associate,30792.0,0,RENT,6000.0,HOMEIMPROVEMENT,13.23,0.19,4.0,601,No,1
18042,34.0,male,Associate,90727.0,9,RENT,25000.0,DEBTCONSOLIDATION,10.38,0.28,8.0,576,No,1
21716,29.0,male,Bachelor,61226.0,4,OWN,9725.0,HOMEIMPROVEMENT,12.12,0.16,6.0,578,Yes,0
32985,24.0,female,Bachelor,79037.0,3,MORTGAGE,9600.0,PERSONAL,11.98,0.12,3.0,689,Yes,0
3860,24.0,male,High School,35585.0,0,RENT,4000.0,MEDICAL,9.96,0.11,3.0,642,No,1
15413,26.0,male,Master,162423.0,1,MORTGAGE,10000.0,MEDICAL,12.68,0.06,3.0,715,No,0
3959,24.0,male,High School,60836.0,2,RENT,4000.0,HOMEIMPROVEMENT,5.42,0.07,2.0,494,Yes,0
20320,27.0,female,Associate,166681.0,5,RENT,4000.0,DEBTCONSOLIDATION,11.71,0.02,10.0,657,No,1
10283,26.0,male,Associate,97473.0,5,RENT,9600.0,EDUCATION,11.01,0.1,2.0,653,No,0
44336,30.0,female,Doctorate,23759.0,11,RENT,4665.0,PERSONAL,14.99,0.2,7.0,671,No,1
35328,31.0,female,Associate,28081.0,8,OWN,7000.0,EDUCATION,7.35,0.25,9.0,651,No,0
541,26.0,male,Associate,23955.0,2,OWN,9250.0,EDUCATION,11.01,0.39,2.0,618,No,1
28292,28.0,female,Master,61027.0,7,RENT,7200.0,PERSONAL,11.01,0.12,9.0,559,Yes,0
1750,24.0,female,Bachelor,13148.0,1,RENT,2000.0,DEBTCONSOLIDATION,10.25,0.15,2.0,623,No,1
37162,27.0,male,Master,169127.0,5,MORTGAGE,13351.0,MEDICAL,13.46,0.08,4.0,726,No,0
41104,26.0,female,Bachelor,25853.0,5,OWN,6000.0,EDUCATION,14.99,0.23,4.0,651,Yes,0
7484,22.0,male,High School,64968.0,0,MORTGAGE,4000.0,DEBTCONSOLIDATION,10.39,0.06,2.0,567,Yes,0
40103,26.0,female,Bachelor,83725.0,4,RENT,6550.0,MEDICAL,7.7,0.08,4.0,622,Yes,0
10842,22.0,male,High School,45613.0,2,RENT,10000.0,PERSONAL,11.01,0.22,2.0,689,No,1
38210,25.0,female,Bachelor,44131.0,3,RENT,8401.0,MEDICAL,6.0,0.19,3.0,629,Yes,0
6665,23.0,female,Master,61095.0,2,MORTGAGE,14400.0,DEBTCONSOLIDATION,10.0,0.24,2.0,529,Yes,0
13135,26.0,male,High School,107335.0,2,MORTGAGE,10000.0,MEDICAL,11.36,0.09,3.0,537,Yes,0
43680,24.0,male,Associate,77881.0,1,RENT,14453.0,DEBTCONSOLIDATION,8.4,0.19,2.0,686,No,1
10302,24.0,male,High School,114957.0,0,RENT,9600.0,HOMEIMPROVEMENT,11.99,0.08,2.0,608,Yes,0
33563,27.0,female,High School,127069.0,7,MORTGAGE,5000.0,PERSONAL,13.64,0.04,7.0,560,Yes,0
34723,28.0,male,Master,83754.0,6,RENT,2000.0,VENTURE,6.88,0.02,6.0,603,No,0
17172,22.0,female,Master,94833.0,0,MORTGAGE,7750.0,EDUCATION,7.51,0.08,4.0,663,No,0
2314,22.0,female,Bachelor,30942.0,0,RENT,2500.0,DEBTCONSOLIDATION,11.14,0.08,3.0,625,No,0
22308,29.0,female,Bachelor,65856.0,4,MORTGAGE,5000.0,DEBTCONSOLIDATION,7.14,0.08,5.0,664,No,0
26445,33.0,male,Associate,123552.0,8,MORTGAGE,35000.0,VENTURE,11.01,0.28,8.0,565,No,0
16266,24.0,female,High School,118440.0,2,OWN,12000.0,VENTURE,7.49,0.1,2.0,635,Yes,0
976,22.0,female,High School,53665.0,0,RENT,18000.0,EDUCATION,13.57,0.34,4.0,664,No,1
23360,29.0,female,Master,68169.0,8,MORTGAGE,8000.0,MEDICAL,11.49,0.12,5.0,674,No,1
14901,25.0,female,High School,58776.0,7,RENT,15000.0,PERSONAL,11.01,0.26,2.0,654,No,1
12954,25.0,female,High School,97167.0,2,RENT,12000.0,HOMEIMPROVEMENT,10.36,0.12,3.0,671,No,0
31925,44.0,male,High School,1728974.0,20,MORTGAGE,6400.0,DEBTCONSOLIDATION,7.4,0.0,15.0,573,Yes,0
5120,24.0,male,Associate,70853.0,2,RENT,9000.0,EDUCATION,7.29,0.13,4.0,665,Yes,0
7819,23.0,female,Associate,42200.0,3,RENT,7000.0,DEBTCONSOLIDATION,18.3,0.17,3.0,632,No,1
18141,35.0,male,Associate,132983.0,14,RENT,25000.0,DEBTCONSOLIDATION,13.49,0.19,8.0,628,Yes,0
31943,40.0,male,Associate,44002.0,18,RENT,3275.0,PERSONAL,8.88,0.07,13.0,623,Yes,0
18009,35.0,female,Master,241228.0,9,MORTGAGE,18000.0,HOMEIMPROVEMENT,10.99,0.07,10.0,718,Yes,0
28099,30.0,male,High School,48901.0,7,RENT,3000.0,MEDICAL,7.14,0.06,5.0,540,Yes,0
15347,25.0,male,High School,75928.0,0,RENT,15000.0,EDUCATION,8.94,0.2,4.0,618,Yes,0
4949,25.0,female,Bachelor,50020.0,2,RENT,5000.0,MEDICAL,11.71,0.1,2.0,695,No,0
36962,25.0,female,Associate,101832.0,5,MORTGAGE,2962.0,EDUCATION,6.11,0.03,4.0,664,Yes,0
2633,25.0,male,High School,40543.0,0,MORTGAGE,5000.0,VENTURE,6.54,0.12,2.0,650,No,0
361,24.0,male,Associate,223194.0,0,RENT,25000.0,HOMEIMPROVEMENT,12.68,0.11,2.0,676,Yes,0
24802,28.0,male,Bachelor,84667.0,2,MORTGAGE,9000.0,DEBTCONSOLIDATION,5.42,0.11,7.0,569,No,1
24320,31.0,female,High School,57751.0,6,RENT,10000.0,MEDICAL,15.96,0.17,10.0,516,Yes,0
19229,32.0,female,Bachelor,38089.0,8,MORTGAGE,13000.0,DEBTCONSOLIDATION,11.01,0.34,8.0,643,No,1
20127,33.0,male,High School,47025.0,11,OWN,16450.0,VENTURE,10.65,0.35,8.0,624,No,0
44614,25.0,female,Master,163350.0,1,MORTGAGE,3000.0,DEBTCONSOLIDATION,15.3,0.02,2.0,655,No,1
8551,23.0,female,Master,36812.0,3,RENT,7925.0,DEBTCONSOLIDATION,15.27,0.22,4.0,660,No,0
15794,24.0,male,Associate,211203.0,0,MORTGAGE,10000.0,EDUCATION,5.42,0.05,3.0,623,No,0
26557,29.0,male,High School,126764.0,6,MORTGAGE,15000.0,HOMEIMPROVEMENT,14.42,0.12,5.0,537,Yes,0
20416,27.0,male,Associate,48930.0,4,MORTGAGE,13000.0,VENTURE,7.88,0.27,7.0,558,Yes,0
34515,25.0,female,Bachelor,78750.0,2,MORTGAGE,15000.0,VENTURE,10.85,0.19,4.0,595,No,0
17526,22.0,male,Bachelor,53450.0,0,RENT,5000.0,DEBTCONSOLIDATION,8.9,0.09,3.0,629,No,0
37786,25.0,male,Bachelor,72818.0,3,RENT,9600.0,DEBTCONSOLIDATION,10.88,0.13,3.0,681,Yes,0
38150,29.0,male,Bachelor,63150.0,7,MORTGAGE,4000.0,PERSONAL,5.83,0.06,7.0,666,Yes,0
30397,40.0,male,High School,65711.0,15,MORTGAGE,6000.0,HOMEIMPROVEMENT,13.49,0.09,11.0,680,Yes,0
7040,24.0,male,Bachelor,62060.0,1,OWN,6000.0,VENTURE,10.75,0.1,2.0,529,Yes,0
17112,22.0,female,Associate,71733.0,1,MORTGAGE,9500.0,EDUCATION,6.76,0.13,4.0,645,No,0
9374,26.0,female,High School,81590.0,2,RENT,8000.0,VENTURE,7.14,0.1,2.0,634,No,0
30590,40.0,male,Bachelor,39331.0,15,RENT,8000.0,DEBTCONSOLIDATION,14.96,0.2,17.0,635,No,1
3897,23.0,male,Associate,49029.0,0,RENT,4000.0,EDUCATION,13.8,0.08,3.0,656,No,0
28970,27.0,female,Master,39615.0,5,RENT,17725.0,MEDICAL,11.49,0.45,7.0,637,No,1
15627,22.0,male,High School,181091.0,2,MORTGAGE,25000.0,VENTURE,11.11,0.14,3.0,653,Yes,0
43431,44.0,male,Bachelor,47733.0,21,RENT,15000.0,DEBTCONSOLIDATION,10.98,0.31,12.0,682,No,1
124,25.0,male,Master,270972.0,1,MORTGAGE,25000.0,VENTURE,18.67,0.09,2.0,640,Yes,0
17790,24.0,male,Master,51365.0,1,MORTGAGE,2500.0,PERSONAL,15.28,0.05,2.0,586,Yes,0
40368,30.0,male,Bachelor,50101.0,7,RENT,5000.0,MEDICAL,12.33,0.1,10.0,641,Yes,0
16771,24.0,female,Bachelor,61097.0,1,RENT,1500.0,DEBTCONSOLIDATION,11.01,0.02,2.0,667,Yes,0
25551,29.0,female,Master,104327.0,9,MORTGAGE,8400.0,DEBTCONSOLIDATION,11.01,0.08,10.0,638,Yes,0
21095,27.0,male,Associate,54934.0,8,MORTGAGE,3900.0,HOMEIMPROVEMENT,11.36,0.07,6.0,652,Yes,0
30745,37.0,male,High School,85058.0,13,RENT,8400.0,HOMEIMPROVEMENT,7.49,0.1,15.0,627,Yes,0
14461,23.0,male,Associate,129884.0,0,MORTGAGE,25000.0,EDUCATION,16.45,0.19,4.0,667,Yes,0
10495,26.0,female,Master,38029.0,1,RENT,10000.0,DEBTCONSOLIDATION,11.49,0.26,3.0,646,No,1
11856,25.0,male,High School,93058.0,5,MORTGAGE,6500.0,EDUCATION,5.79,0.07,4.0,681,Yes,0
41615,27.0,female,Associate,35942.0,5,RENT,7054.0,DEBTCONSOLIDATION,6.68,0.2,9.0,597,Yes,0
6097,24.0,female,High School,58575.0,0,MORTGAGE,12000.0,MEDICAL,7.29,0.2,3.0,625,Yes,0
1769,25.0,female,Associate,23029.0,0,RENT,2000.0,DEBTCONSOLIDATION,7.51,0.09,4.0,685,No,1
26275,28.0,female,Master,120819.0,7,MORTGAGE,10000.0,DEBTCONSOLIDATION,11.01,0.08,5.0,617,Yes,0
35219,32.0,female,Associate,46688.0,9,RENT,10000.0,MEDICAL,8.77,0.21,7.0,600,Yes,0
34134,25.0,male,Associate,175387.0,1,MORTGAGE,12000.0,MEDICAL,5.79,0.07,3.0,674,Yes,0
37059,30.0,female,High School,46981.0,6,MORTGAGE,8000.0,EDUCATION,15.73,0.17,6.0,622,No,0
42358,23.0,female,High School,76232.0,0,RENT,24965.0,MEDICAL,14.2,0.33,3.0,590,No,1
1453,23.0,male,High School,33341.0,1,OWN,6400.0,VENTURE,7.9,0.19,2.0,647,No,0
28955,27.0,female,Master,54668.0,2,RENT,12800.0,PERSONAL,11.83,0.23,8.0,674,Yes,0
39205,25.0,male,High School,85186.0,0,RENT,7200.0,HOMEIMPROVEMENT,8.18,0.08,4.0,569,No,0
21284,34.0,female,Master,56531.0,11,MORTGAGE,8500.0,EDUCATION,11.01,0.15,9.0,614,No,0
9943,26.0,female,Bachelor,63426.0,8,RENT,9000.0,EDUCATION,8.0,0.14,4.0,669,Yes,0
44206,23.0,male,Master,83732.0,0,RENT,9537.0,PERSONAL,15.24,0.11,4.0,643,No,1
9093,25.0,male,Master,65643.0,2,MORTGAGE,12000.0,DEBTCONSOLIDATION,12.73,0.18,4.0,633,No,1
41246,32.0,female,Associate,31294.0,9,OWN,10692.0,PERSONAL,13.64,0.34,9.0,601,Yes,0
43341,28.0,female,Bachelor,15601.0,3,RENT,2400.0,MEDICAL,12.68,0.15,8.0,664,No,1
11962,22.0,male,High School,48970.0,0,OWN,5000.0,EDUCATION,16.29,0.1,4.0,666,Yes,0
2807,25.0,male,Bachelor,64810.0,3,RENT,3000.0,MEDICAL,13.99,0.05,2.0,615,Yes,0
